particle#, xPos, yPos
12.0, 17617.205102684842, 8740.241694085926
12.0, 17650.25856074748, 8651.25297778868
13.0, 22314.60960994168, 17623.573075711953
13.0, 22330.875084322248, 17654.84958156545
13.0, 22305.96911121926, 17632.345985181353
13.0, 22251.15711728916, 17645.377010422464
13.0, 22326.746017507925, 17591.197826985423
13.0, 22343.426558036266, 17596.450116816508
13.0, 22294.35196730539, 17592.92949124071
13.0, 22334.87246837069, 17647.56346759703
13.0, 22400.060656103826, 17697.608752929493
13.0, 22308.198378568875, 17645.73171012381
13.0, 22306.246725043315, 17679.699868654476
13.0, 22239.90598079603, 17761.715391422043
13.0, 22248.22130611115, 17782.770949698242
13.0, 22285.708156822726, 17714.14468214334
13.0, 22351.42842472812, 17687.525560471982
13.0, 22388.44970699206, 17653.331247015692
13.0, 22375.79220498367, 17698.213023271695
13.0, 22329.463283445122, 17688.69867605309
13.0, 22266.970387109242, 17712.544539424438
13.0, 22397.439227304734, 17752.138333126462
13.0, 22402.52747234283, 17735.991298319834
13.0, 22376.09007525061, 17780.85694046352
13.0, 22382.2431663365, 17864.92372839208
13.0, 22371.50681450734, 17975.30678641408
13.0, 22311.290955310236, 17934.834226278184
13.0, 22349.72298500115, 17902.429535036532
13.0, 22331.047947439532, 17927.985523614592
13.0, 22399.53867228028, 17956.2591153661
13.0, 22488.01795282493, 18065.58282068686
13.0, 22472.228070673053, 18143.31943319269
13.0, 22443.20296790355, 18057.120827711555
13.0, 22490.902208911448, 17939.527985774348
13.0, 22529.43286276429, 18038.147204180754
13.0, 22563.634023777813, 18023.041518890655
13.0, 22602.588598211983, 18107.15800579298
13.0, 22640.180649567443, 18134.962119681844
13.0, 22713.554452680157, 18028.61523332318
13.0, 22704.679213109906, 17950.660414453443
13.0, 22774.541911248863, 17938.141401554498
13.0, 22764.1839110716, 17926.61069214862
13.0, 22817.529701077245, 17839.365843179134
13.0, 22795.74048732152, 17732.564936967447
13.0, 22778.446420809625, 17802.072109658024
13.0, 22841.334811681816, 17781.28470474375
13.0, 22850.089427282495, 17783.33243213748
13.0, 22879.254768659266, 17838.987384831646
14.0, 11835.39064091155, 17220.150202475983
14.0, 11800.364718887395, 17190.04355961599
14.0, 11889.28330734705, 17216.744881946237
14.0, 11913.297835844845, 17252.097053946807
14.0, 11905.918416113484, 17252.81530306949
14.0, 11910.51404716935, 17187.16990365502
14.0, 11791.68245020485, 17250.63633454026
14.0, 11798.590720284034, 17267.066172446554
14.0, 11874.915346641703, 17254.786622656153
14.0, 11842.489435059786, 17217.257993682848
15.0, 13881.355619686667, 11396.849980421955
15.0, 13823.851032249184, 11319.575122413231
15.0, 13685.87533021202, 11308.77778771976
15.0, 13687.391030543038, 11162.747960365221
15.0, 13735.606716975173, 11149.785348360801
15.0, 13636.272305181463, 11201.83059283931
15.0, 13759.924162320904, 11142.668070504385
15.0, 13679.22564494361, 11158.168118428293
15.0, 13801.983680318537, 11099.999443524273
15.0, 13826.251827985674, 11093.004174775406
15.0, 13887.959610170248, 11133.874083026212
15.0, 13884.101275387693, 11150.458281882577
15.0, 13933.066271506803, 11151.187335636641
15.0, 13891.03548315219, 11159.300202358285
15.0, 14002.698711270585, 11169.958060700628
15.0, 14032.332535883661, 11106.347590899179
15.0, 14017.96534457774, 11128.537209962382
15.0, 13985.14825850082, 11100.356178240776
15.0, 13942.749023588407, 11160.8613311728
15.0, 13946.410862639226, 11159.652466840402
15.0, 13867.02102299357, 11097.581746095704
15.0, 13854.59976331245, 11097.556689458539
15.0, 13853.469413534525, 11046.456063253016
15.0, 13772.508847765073, 11087.085652363978
15.0, 13819.037928133142, 11049.653491057452
15.0, 13839.610278248187, 11061.3638531111
15.0, 13926.05065833272, 11017.202210688702
15.0, 13947.029774275856, 11026.591452263363
15.0, 13950.59690485026, 10981.417525729588
15.0, 13940.659540551182, 10962.70415130246
15.0, 13861.580658912064, 10910.40696175463
15.0, 13910.676748275477, 10963.687336495203
15.0, 13897.149837062452, 10960.295858512685
15.0, 13895.494350974486, 10899.050623253384
15.0, 13889.263100416263, 10974.673353533815
15.0, 13891.086545764307, 11026.113984862044
15.0, 13880.05248438956, 11057.551236255415
15.0, 13861.8582725671, 11121.378497692189
15.0, 13765.207161743523, 11115.82638880945
15.0, 13816.543963219057, 11197.112388274663
15.0, 13718.077691319395, 11274.677507556986
15.0, 13764.250532498369, 11270.43240097069
15.0, 13730.82956287913, 11300.201307846732
15.0, 13606.314716462988, 11281.889377750182
15.0, 13633.770429124097, 11347.555024483283
15.0, 13553.282134467843, 11231.523128295452
15.0, 13518.412755513653, 11175.04616270203
15.0, 13528.577418722794, 11221.726407909442
15.0, 13532.82322109122, 11213.985317267647
15.0, 13655.04722969608, 11137.473335916195
15.0, 13580.26114841237, 11063.406442328023
15.0, 13573.520279208557, 11105.808941166562
15.0, 13686.824407615846, 11103.507008385424
16.0, 16615.752518274574, 17880.168011391117
16.0, 16689.774224349105, 18029.923433836233
16.0, 16738.230033679425, 17991.79623177321
16.0, 16788.402621040157, 17956.05386647242
16.0, 16901.7462985075, 17922.71590783499
16.0, 16960.736253632484, 17919.28111170324
16.0, 16926.60162097157, 17904.154365888833
16.0, 16957.637975287013, 17841.489374380013
16.0, 16986.44685064583, 17879.844869502947
16.0, 16892.561639962452, 17928.61055842396
16.0, 16853.068541880486, 17888.66183988574
17.0, 6820.835964282199, 3803.6851384710912
17.0, 6838.890725462387, 3874.589374539992
17.0, 6816.437214416841, 3760.746374232201
17.0, 6738.917630902864, 3681.6250892286625
17.0, 6660.3397831762595, 3645.7693610932183
17.0, 6742.584399242927, 3615.517196639719
17.0, 6690.650960949633, 3682.5146854671657
17.0, 6652.738448846585, 3684.16789175988
17.0, 6592.150671710893, 3741.347664857278
17.0, 6663.098401253319, 3765.842105548201
17.0, 6656.516974736731, 3718.2076843278214
17.0, 6749.420554038521, 3747.5364156096657
17.0, 6773.188851920736, 3783.5692132867875
17.0, 6725.05765629535, 3796.439867771678
17.0, 6762.511990100138, 3717.9350323526933
17.0, 6866.83339345291, 3807.137136244456
17.0, 6812.288842198475, 3835.5084286320107
17.0, 6833.07206402474, 3818.2918196413425
17.0, 6845.448249176669, 3694.833921607942
17.0, 6866.825347909123, 3608.9257731470598
17.0, 6975.192197916064, 3672.182654591987
17.0, 6846.1939361596405, 3546.1701623949743
17.0, 6782.395626537858, 3525.2565825111915
18.0, 1280.1802201856199, 19874.820688461605
18.0, 1209.9806045508637, 19869.308961844967
18.0, 1284.8237742746317, 19856.51558611515
18.0, 1215.7240897371482, 19846.44135685504
18.0, 1118.808308183629, 19795.221730886045
18.0, 1146.4146568895408, 19743.941650884004
18.0, 1118.3755759373191, 19761.62953306623
18.0, 1141.2642526740412, 19831.98832400435
18.0, 1182.7731237919975, 19909.563608698187
18.0, 1057.2819081135524, 20003.75935772731
18.0, 999.1280725572977, 19939.082756915792
18.0, 991.5126518121633, 19953.098159464553
18.0, 1009.345523137315, 19877.248107825322
18.0, 1013.5241972477603, 19870.364493295863
18.0, 1016.2274916606507, 19935.497952396334
18.0, 1045.335993667449, 19877.059134578474
18.0, 1073.9662606412028, 19778.276466442116
18.0, 1033.3722450117014, 19833.49658090443
18.0, 1018.5854536426268, 19716.317221308873
18.0, 1006.4407113068265, 19752.392694926184
18.0, 1034.087166597825, 19767.909810842175
18.0, 1103.763800108852, 19754.676430567186
18.0, 1220.409875227509, 19730.024640390122
18.0, 1252.2364219133576, 19794.235893439232
18.0, 1216.9956749234505, 19707.510190898436
18.0, 1270.002969906892, 19686.67041794284
18.0, 1278.9211786385893, 19587.568291705724
18.0, 1253.369457072029, 19682.0475415484
18.0, 1272.88639412151, 19595.943282676297
18.0, 1203.3651134007323, 19603.179305534235
18.0, 1182.3332673893624, 19618.31050281466
18.0, 1211.6532421592876, 19682.00793532437
18.0, 1200.6694313302405, 19617.858133823098
18.0, 1165.676327965111, 19678.78934179292
18.0, 1118.3039104366871, 19660.046541736192
18.0, 1143.6210750467842, 19628.58354407235
18.0, 1124.2942271952325, 19706.14312082225
18.0, 1122.170743908222, 19694.592437085797
18.0, 1107.2071558200826, 19747.557810825143
18.0, 1072.8076356252343, 19672.014478498855
18.0, 1081.0071655585696, 19642.202838713645
18.0, 1131.2711527159202, 19574.676009026938
18.0, 1189.8102077503888, 19594.826199234692
18.0, 1148.709140718608, 19572.895288952182
18.0, 1136.1520730398183, 19587.692656056868
18.0, 1068.3449819369355, 19548.17847482421
18.0, 1035.7469496815029, 19564.06216351479
18.0, 980.5942296772997, 19623.66662196958
18.0, 941.0626365230781, 19699.04959384824
18.0, 1009.8252768172861, 19699.351829514104
18.0, 1033.473674798361, 19634.894302171408
18.0, 1023.7297110586771, 19610.907521426747
18.0, 1031.4298646597467, 19523.199350688174
18.0, 1106.1167831283062, 19571.73878894132
18.0, 1139.8245352548238, 19579.765402615347
18.0, 1154.7274442693893, 19657.618623090162
18.0, 1156.2505702385895, 19612.18643944724
18.0, 1262.3413670285017, 19609.43327088907
18.0, 1323.4797741294276, 19621.58042793106
18.0, 1338.5111534896746, 19613.37500973995
18.0, 1278.063036584961, 19511.27718720369
18.0, 1319.2341854424567, 19516.74510188497
18.0, 1325.959673356189, 19532.94860810298
18.0, 1270.7508435539244, 19581.276546064713
18.0, 1295.0927013513244, 19690.249156277143
18.0, 1372.7416610360387, 19691.563733216462
19.0, 4398.690740283418, 23277.46852201069
19.0, 4415.372288170003, 23320.191010441747
19.0, 4456.209888413481, 23248.615378111994
19.0, 4464.129408197654, 23339.16571523831
19.0, 4431.24475550503, 23329.047889717214
19.0, 4481.048962981155, 23395.619213711252
19.0, 4484.075940235633, 23311.396156923696
19.0, 4510.813614364726, 23328.103612546704
19.0, 4457.761078427594, 23270.083083741596
19.0, 4447.912797423527, 23288.77811562159
19.0, 4441.68439613094, 23278.52731698237
19.0, 4517.224830003892, 23285.33982554131
19.0, 4485.129726665174, 23269.901813806733
19.0, 4478.452942065972, 23189.816026765806
19.0, 4523.236304978983, 23270.058803223234
19.0, 4561.187509675265, 23179.443944732597
19.0, 4595.938130142993, 23214.074648215217
19.0, 4643.140170499922, 23245.06939836387
19.0, 4595.422717220967, 23261.590603976816
19.0, 4667.678256175883, 23218.974203763853
19.0, 4682.755767097437, 23185.372503459457
19.0, 4644.390087785425, 23226.122324279244
19.0, 4716.135131208369, 23323.09627674945
19.0, 4704.174943107689, 23336.49985247861
19.0, 4733.916761836605, 23345.356572970435
19.0, 4733.47763363898, 23429.085245298196
19.0, 4816.204319346404, 23394.22828117055
19.0, 4858.410195498738, 23479.651897295946
19.0, 4828.063674144665, 23527.48826376006
19.0, 4893.213380484097, 23609.598160885813
19.0, 4851.013632257154, 23589.904533112956
19.0, 4862.8936551564975, 23623.90931600335
19.0, 4867.64716456592, 23641.87408492416
19.0, 4895.993737139866, 23659.74412579804
19.0, 4862.171833438993, 23741.524742768965
19.0, 4809.780182304606, 23843.45256068862
19.0, 4827.30036777603, 23705.631199460717
19.0, 4830.691631961563, 23680.291772303546
19.0, 4849.695086349332, 23762.961014609995
19.0, 4883.442134645685, 23674.090173804318
19.0, 4863.188779565265, 23626.871158644368
19.0, 4852.691782124488, 23670.81971611619
20.0, 9773.160384432886, 14960.071086080603
20.0, 9666.020426192781, 14969.176419241137
20.0, 9587.837155388552, 14935.275594936715
20.0, 9558.056933193273, 14925.492292156136
20.0, 9574.28510977216, 14842.864794040399
20.0, 9596.414712981625, 14904.27589112936
20.0, 9551.110145165188, 14886.402492183946
20.0, 9479.233905648061, 14936.49809077693
20.0, 9495.855653544582, 14941.239148533656
20.0, 9552.474569196886, 14908.790782862272
20.0, 9531.371106834287, 14928.939781978457
20.0, 9461.631570204187, 14990.585117455701
20.0, 9505.834624046312, 14971.211063024548
20.0, 9449.453902522315, 14978.206190719386
20.0, 9439.3824669731, 15048.028580380591
20.0, 9371.073817073006, 15017.055324332903
20.0, 9401.418228130411, 14940.282143421033
20.0, 9375.228130031708, 14994.187072094805
20.0, 9413.887706165291, 15023.107604942885
20.0, 9452.43339974145, 15102.378429448923
20.0, 9362.243766008423, 15130.113193436684
20.0, 9369.681196876325, 15074.030182202294
20.0, 9345.993961929364, 15195.30645082705
20.0, 9313.4571654285, 15188.855778674542
20.0, 9329.159901290628, 15117.920699903714
20.0, 9253.698783937065, 15140.176668439195
20.0, 9267.48248073845, 15138.9166473955
20.0, 9125.46206016407, 15184.580087969478
20.0, 9220.009613916203, 15153.22590004082
20.0, 9131.83134204369, 15110.04006628144
20.0, 9099.672755135287, 15187.263978796145
20.0, 9041.120657584566, 15115.522832118022
20.0, 9070.223600678299, 15131.287098568142
21.0, 3623.765554433156, 453.28477660123434
21.0, 3566.6527916773766, 525.4279298806117
21.0, 3548.96521801523, 592.9094569507525
21.0, 3527.2577868313538, 560.6212897628398
21.0, 3510.2535397701326, 587.551556761213
21.0, 3499.1475860607993, 555.7331346148515
21.0, 3442.71422378897, 542.4824226613257
21.0, 3350.876066089622, 579.7557833289138
21.0, 3321.0009741530343, 578.4877718372588
21.0, 3363.0666905243334, 568.675965392051
21.0, 3411.2321253741643, 462.1238979554208
21.0, 3405.8961769607754, 420.4054595972077
21.0, 3492.0877110476863, 468.59105950615395
21.0, 3566.7946739888266, 438.55711297976535
21.0, 3504.849353877413, 470.3204478243458
21.0, 3456.1871547094133, 646.1222898610412
21.0, 3484.1346668638757, 641.1458039913172
21.0, 3362.2640510519664, 766.5994278404545
21.0, 3253.256112784666, 742.978439333749
21.0, 3158.68049110008, 626.7371880510568
21.0, 3106.683278417081, 658.2776620781327
21.0, 3155.2844717923585, 618.1884520558026
21.0, 3141.872272228505, 427.9855646607514
21.0, 3183.300822468873, 368.10362189300224
21.0, 3204.1947285113524, 347.28408852374986
21.0, 3217.033142326791, 497.74185313905093
21.0, 3260.643504820029, 511.9784548203578
21.0, 3165.9964509712063, 423.5721581698609
21.0, 3255.5828065487535, 454.58194863578314
21.0, 3302.312019149008, 465.04197936715025
21.0, 3345.4409120605224, 532.6564484322641
21.0, 3325.8191789051443, 519.5028381693911
21.0, 3335.528392594141, 446.4771071491181
21.0, 3501.314920784068, 484.5635413830949
21.0, 3463.852426477939, 599.1741402679977
21.0, 3532.2740935216448, 615.268653738324
21.0, 3602.4470824527257, 648.1428661383792
21.0, 3591.918594671938, 603.4924117274475
21.0, 3525.0990452717974, 539.718738454214
21.0, 3533.269784017523, 502.8016385719767
21.0, 3471.539450077168, 328.487406919924
21.0, 3428.739004170256, 312.93214659282785
21.0, 3472.883558436299, 322.7272729488612
21.0, 3553.139308773758, 334.8063067216183
21.0, 3677.5860950051783, 313.9592121597444
21.0, 3769.7093990762173, 338.3565359414934
21.0, 3785.0019194736733, 329.95517979374597
21.0, 3664.957944001414, 288.7671048817874
21.0, 3719.8392238999536, 427.0094900856492
21.0, 3700.4029076681186, 397.30227831393194
21.0, 3656.2128838007166, 305.7558601946909
21.0, 3692.7362322410263, 310.8383747980591
21.0, 3615.4784178842897, 409.8816358472933
21.0, 3691.94219175703, 400.578364371578
21.0, 3708.542477274019, 323.44916946360775
22.0, 17660.123994938876, 8130.639400995868
22.0, 17718.3224975551, 8129.370488581215
22.0, 17794.187002486753, 8117.595555734398
22.0, 17873.65669598944, 8153.6733041767075
22.0, 17848.0571712065, 8152.438556542144
22.0, 17851.209100634886, 8098.908926906827
23.0, 15159.532634059591, 8813.240593563047
23.0, 15264.652301895208, 8854.18420040634
23.0, 15227.312628083628, 8928.576829337153
23.0, 15182.213606316158, 8842.765578344875
23.0, 15187.02302804883, 8904.948841299149
23.0, 15259.45787894195, 8896.286795088112
23.0, 15346.69460598847, 8878.725559028268
23.0, 15354.519398122573, 8905.797535864662
23.0, 15315.92565710748, 8926.417089328837
23.0, 15329.317369311346, 8999.215495742428
23.0, 15292.81361286765, 9007.38063224698
23.0, 15281.019053621168, 9108.010599930538
23.0, 15289.36186359415, 9074.962069012721
23.0, 15372.192985114341, 8990.560943476714
23.0, 15396.718251102237, 9000.208480250352
23.0, 15369.306142220077, 8992.228258228515
23.0, 15323.466318622224, 9155.019548532584
23.0, 15236.274931798735, 9199.96735285076
23.0, 15205.139826773138, 9287.25552330636
23.0, 15211.882677890717, 9278.413036193813
23.0, 15124.217853290287, 9360.634302962355
23.0, 15091.783165566068, 9421.244087995081
23.0, 15132.29395091398, 9498.994135519597
23.0, 15200.784362956356, 9522.292583876235
23.0, 15241.63029652799, 9483.232442398139
23.0, 15266.60069221648, 9533.049620224125
23.0, 15256.46909245397, 9557.25380383746
23.0, 15240.507159466071, 9579.287238338315
23.0, 15193.098241938013, 9566.076269125597
23.0, 15125.157685571094, 9463.651643358768
23.0, 15109.145177361155, 9446.418103634138
23.0, 15093.401215999671, 9378.40643884053
23.0, 15078.327399753169, 9382.006744184628
23.0, 15180.189855561917, 9412.25329242717
23.0, 15229.409798742032, 9409.434362858146
23.0, 15254.930374178846, 9373.591915667006
23.0, 15279.55863557277, 9428.88651259849
