particle#, xPos, yPos
1.0, 158.65, 120.33
1.0, 158.57, 120.22
1.0, 158.68, 120.17
1.0, 158.74, 120.38
1.0, 158.89, 120.04
1.0, 158.74, 120.11
1.0, 158.78, 119.8
1.0, 159.03, 119.76
1.0, 158.98, 119.95
1.0, 158.91, 119.97
1.0, 158.96, 120.03
1.0, 158.74, 120.44
1.0, 158.73, 120.53
1.0, 158.88, 119.82
1.0, 158.98, 119.89
1.0, 158.94, 119.99
1.0, 158.89, 119.85
1.0, 158.8, 119.85
1.0, 158.98, 119.85
1.0, 158.88, 119.7
1.0, 158.87, 119.81
1.0, 158.87, 119.92
1.0, 159.06, 119.96
1.0, 158.96, 119.39
1.0, 159.04, 119.22
1.0, 158.98, 119.38
1.0, 159.13, 119.5
1.0, 158.99, 119.84
1.0, 158.93, 119.77
1.0, 159.04, 119.77
1.0, 158.91, 119.38
1.0, 159.1, 119.41
1.0, 159.1, 119.61
1.0, 159.09, 119.48
1.0, 159.11, 119.45
1.0, 159.05, 119.8
1.0, 159.06, 119.99
1.0, 159.17, 119.54
1.0, 159.02, 119.37
1.0, 158.46, 119.6
1.0, 158.6, 119.61
1.0, 158.98, 119.71
1.0, 158.58, 119.61
1.0, 158.74, 119.42
1.0, 158.85, 119.29
1.0, 159.23, 119.46
1.0, 159.23, 119.18
1.0, 159.12, 119.44
1.0, 159.14, 119.19
1.0, 159.09, 118.94
1.0, 158.99, 118.64
1.0, 158.76, 118.66
1.0, 158.83, 118.4
1.0, 159.24, 119.13
1.0, 159.44, 119.24
1.0, 159.38, 119.27
1.0, 159.34, 119.72
1.0, 159.42, 119.57
1.0, 159.27, 119.33
1.0, 159.31, 119.18
1.0, 159.41, 119.02
1.0, 159.3, 119.43
1.0, 159.07, 119.7
1.0, 159.07, 119.48
1.0, 159.22, 119.59
1.0, 159.3, 119.37
1.0, 159.27, 119.38
1.0, 159.41, 119.67
1.0, 159.17, 119.91
1.0, 159.18, 119.7
1.0, 159.39, 120.02
1.0, 159.29, 120.5
1.0, 159.22, 120.62
1.0, 159.37, 120.12
1.0, 159.37, 119.67
1.0, 159.56, 119.37
1.0, 159.56, 119.42
1.0, 159.66, 119.61
1.0, 159.42, 119.85
1.0, 159.08, 119.73
1.0, 159.13, 119.37
1.0, 159.25, 119.64
1.0, 159.15, 119.44
1.0, 158.84, 119.35
1.0, 159.03, 119.27
1.0, 159.09, 119.22
1.0, 158.79, 119.23
1.0, 159.23, 119.19
1.0, 159.28, 118.96
1.0, 159.42, 119.36
1.0, 159.55, 119.23
1.0, 159.29, 118.69
1.0, 159.01, 118.31
1.0, 159.1, 118.41
1.0, 159.28, 119.19
1.0, 159.38, 119.38
1.0, 159.54, 119.33
1.0, 159.35, 119.36
1.0, 159.52, 119.41
1.0, 159.46, 119.26
1.0, 159.32, 119.87
1.0, 158.95, 120.5
1.0, 159.34, 120.24
1.0, 159.56, 119.94
1.0, 159.57, 120.02
1.0, 159.69, 119.85
1.0, 159.57, 120.01
1.0, 159.53, 119.66
1.0, 159.68, 119.55
1.0, 159.49, 120.07
1.0, 159.31, 120.27
1.0, 159.16, 120.38
1.0, 159.32, 120.2
1.0, 159.52, 119.94
1.0, 159.56, 119.43
1.0, 159.47, 119.36
1.0, 159.45, 119.08
1.0, 159.53, 119.26
1.0, 159.51, 119.17
1.0, 159.35, 119.0
1.0, 159.36, 118.67
1.0, 159.35, 118.81
1.0, 158.98, 118.3
1.0, 158.98, 118.08
1.0, 158.69, 118.14
1.0, 158.95, 118.26
1.0, 159.02, 118.04
1.0, 159.25, 118.27
1.0, 159.39, 118.49
1.0, 159.41, 118.71
1.0, 159.15, 118.6
1.0, 159.08, 118.26
1.0, 159.34, 118.62
1.0, 159.35, 119.04
1.0, 159.48, 119.14
1.0, 159.46, 119.84
1.0, 159.48, 119.68
1.0, 159.5, 119.73
1.0, 159.52, 119.63
1.0, 159.41, 119.8
1.0, 159.57, 119.76
1.0, 159.38, 119.01
1.0, 159.6, 119.02
1.0, 159.62, 118.96
1.0, 159.62, 118.95
1.0, 159.43, 118.93
1.0, 159.56, 118.92
1.0, 159.49, 118.8
1.0, 159.33, 118.55
1.0, 159.3, 118.36
1.0, 159.11, 118.78
1.0, 159.1, 118.8
1.0, 159.47, 118.7
1.0, 159.46, 118.5
1.0, 159.49, 118.78
1.0, 159.52, 118.73
1.0, 159.46, 118.56
1.0, 159.71, 118.55
1.0, 159.62, 118.96
1.0, 159.57, 118.88
1.0, 159.61, 118.74
1.0, 159.6, 118.85
1.0, 159.53, 118.9
1.0, 159.34, 118.9
1.0, 159.4, 119.18
1.0, 159.5, 119.0
1.0, 159.57, 118.91
1.0, 159.43, 119.5
1.0, 159.59, 119.23
1.0, 159.62, 119.21
1.0, 159.25, 119.47
1.0, 159.03, 119.53
1.0, 159.08, 119.28
1.0, 159.46, 119.17
1.0, 159.14, 119.0
1.0, 159.02, 119.07
1.0, 159.03, 119.11
1.0, 159.29, 118.98
1.0, 159.42, 118.95
1.0, 159.35, 118.59
1.0, 159.14, 119.02
1.0, 159.76, 119.3
1.0, 159.59, 119.75
1.0, 159.53, 119.95
1.0, 159.78, 119.52
1.0, 159.66, 119.72
1.0, 159.53, 120.03
1.0, 159.64, 119.72
1.0, 159.57, 119.94
1.0, 159.4, 120.1
1.0, 159.39, 119.84
1.0, 159.52, 119.72
1.0, 159.47, 119.82
1.0, 159.42, 119.86
1.0, 159.64, 119.59
1.0, 159.72, 119.35
1.0, 159.53, 119.44
1.0, 159.51, 119.86
1.0, 159.74, 119.45
1.0, 159.88, 119.37
1.0, 159.73, 119.47
1.0, 159.78, 119.4
1.0, 159.41, 119.83
1.0, 159.61, 119.63
1.0, 159.45, 119.55
1.0, 159.54, 119.55
1.0, 159.43, 119.09
1.0, 159.54, 118.45
1.0, 159.59, 118.18
1.0, 159.55, 118.06
1.0, 159.01, 117.74
1.0, 159.06, 117.9
1.0, 159.13, 117.92
1.0, 159.4, 118.1
1.0, 158.87, 118.23
1.0, 158.77, 118.58
1.0, 159.03, 118.6
1.0, 159.13, 118.45
1.0, 159.44, 118.32
1.0, 159.62, 118.66
1.0, 159.47, 118.24
1.0, 159.35, 118.25
1.0, 159.28, 118.38
1.0, 158.98, 118.01
1.0, 159.04, 118.08
1.0, 159.1, 118.04
1.0, 158.83, 117.68
1.0, 158.58, 117.69
1.0, 158.82, 117.77
1.0, 159.02, 117.83
1.0, 159.1, 117.79
1.0, 159.03, 117.9
1.0, 158.96, 117.76
1.0, 158.93, 117.67
1.0, 158.81, 117.8
1.0, 159.04, 117.89
1.0, 158.74, 117.65
1.0, 158.7, 117.66
1.0, 158.46, 117.62
1.0, 158.77, 117.63
1.0, 159.09, 117.89
1.0, 159.0, 117.97
1.0, 159.41, 118.21
1.0, 159.12, 118.18
1.0, 158.93, 118.04
1.0, 159.19, 118.08
1.0, 159.03, 117.81
1.0, 158.71, 117.67
1.0, 158.69, 117.65
1.0, 158.85, 117.77
1.0, 159.15, 117.84
1.0, 158.86, 117.76
1.0, 158.66, 117.69
1.0, 158.67, 117.77
1.0, 159.17, 118.02
1.0, 159.39, 118.02
1.0, 159.49, 118.05
1.0, 159.34, 117.98
1.0, 159.43, 118.14
1.0, 159.76, 118.66
1.0, 159.75, 119.09
1.0, 159.77, 119.46
1.0, 159.85, 119.35
1.0, 159.51, 119.79
1.0, 159.61, 119.83
1.0, 159.68, 119.5
1.0, 159.71, 118.54
1.0, 159.59, 118.29
1.0, 159.41, 118.14
1.0, 159.26, 118.15
1.0, 159.21, 117.98
1.0, 159.7, 118.47
1.0, 159.73, 118.58
1.0, 159.76, 118.8
1.0, 159.76, 118.72
1.0, 159.58, 118.45
1.0, 159.43, 118.24
1.0, 159.08, 117.94
1.0, 159.14, 118.0
1.0, 158.77, 117.71
1.0, 158.81, 117.79
1.0, 158.94, 117.87
1.0, 158.79, 117.84
1.0, 159.04, 117.85
1.0, 159.15, 118.0
1.0, 159.23, 118.05
1.0, 159.25, 118.0
1.0, 159.21, 117.88
1.0, 158.82, 117.83
1.0, 158.77, 117.72
1.0, 158.73, 117.58
1.0, 158.82, 117.77
1.0, 159.18, 117.96
1.0, 159.04, 117.94
1.0, 158.98, 117.86
1.0, 158.84, 117.67
1.0, 158.85, 117.63
1.0, 158.6, 117.57
1.0, 158.52, 117.52
1.0, 158.79, 117.86
1.0, 158.64, 117.8
1.0, 158.74, 117.74
1.0, 158.8, 117.65
1.0, 159.01, 117.77
1.0, 158.97, 117.82
1.0, 159.16, 117.93
1.0, 159.24, 117.8
1.0, 158.64, 117.6
1.0, 158.8, 117.8
1.0, 159.01, 117.68
1.0, 158.95, 117.61
1.0, 158.92, 117.72
1.0, 159.12, 117.82
1.0, 159.14, 117.87
1.0, 159.07, 117.84
1.0, 158.92, 117.81
1.0, 158.95, 117.73
1.0, 159.0, 117.65
1.0, 158.8, 117.71
1.0, 158.83, 117.79
1.0, 159.09, 117.75
1.0, 159.33, 117.97
1.0, 158.91, 117.8
1.0, 158.8, 117.8
1.0, 159.0, 117.9
1.0, 159.18, 117.9
1.0, 159.23, 118.01
1.0, 158.86, 117.89
1.0, 158.71, 117.67
1.0, 158.63, 117.5
1.0, 158.69, 117.71
1.0, 158.59, 117.75
1.0, 158.29, 117.47
1.0, 158.29, 117.52
1.0, 158.48, 117.5
1.0, 158.76, 117.57
1.0, 158.39, 117.5
1.0, 158.44, 117.68
1.0, 158.32, 117.58
1.0, 158.25, 117.43
1.0, 158.39, 117.57
1.0, 158.51, 117.56
1.0, 158.49, 117.54
1.0, 158.17, 117.49
1.0, 158.02, 117.62
1.0, 158.15, 117.46
1.0, 158.05, 117.45
1.0, 158.08, 117.49
1.0, 158.18, 117.47
1.0, 158.13, 117.41
1.0, 158.06, 117.57
1.0, 157.95, 117.55
1.0, 157.77, 117.87
1.0, 157.39, 117.81
1.0, 157.12, 117.94
1.0, 156.71, 117.93
1.0, 156.81, 118.12
1.0, 156.77, 118.05
1.0, 156.7, 117.91
1.0, 156.46, 118.25
1.0, 156.36, 118.49
1.0, 156.05, 118.84
1.0, 156.2, 118.69
1.0, 156.17, 118.68
1.0, 156.21, 118.53
1.0, 156.24, 118.48
1.0, 156.29, 118.46
1.0, 156.18, 118.85
1.0, 156.34, 118.62
1.0, 156.24, 118.69
1.0, 156.26, 118.87
1.0, 156.22, 118.98
1.0, 156.1, 118.83
1.0, 156.27, 118.94
1.0, 156.27, 118.76
1.0, 156.29, 118.56
1.0, 156.19, 119.14
1.0, 156.31, 119.43
1.0, 156.43, 119.61
1.0, 156.34, 119.66
1.0, 156.36, 119.41
1.0, 156.25, 118.75
1.0, 156.36, 118.62
1.0, 156.27, 118.48
1.0, 156.33, 118.52
1.0, 156.26, 118.52
1.0, 156.25, 118.68
1.0, 156.21, 118.58
1.0, 156.42, 118.18
1.0, 156.44, 118.1
1.0, 156.32, 118.56
1.0, 156.3, 118.76
1.0, 156.35, 118.91
1.0, 156.36, 119.04
1.0, 156.25, 119.09
1.0, 156.55, 119.42
1.0, 156.61, 119.64
1.0, 156.6, 119.57
1.0, 156.76, 119.72
1.0, 156.77, 119.84
1.0, 156.69, 119.67
1.0, 156.52, 119.69
1.0, 156.44, 119.36
1.0, 156.53, 119.57
1.0, 156.87, 119.7
1.0, 156.89, 119.78
1.0, 156.87, 119.67
1.0, 156.81, 119.67
1.0, 157.51, 119.61
1.0, 157.0, 119.68
1.0, 156.98, 119.67
1.0, 157.21, 119.67
1.0, 157.13, 119.7
1.0, 157.12, 119.82
1.0, 157.58, 119.63
1.0, 157.33, 119.72
1.0, 157.39, 119.71
1.0, 157.48, 119.71
1.0, 157.58, 119.39
1.0, 157.52, 119.23
1.0, 157.69, 119.5
1.0, 157.59, 119.34
1.0, 157.37, 119.42
1.0, 157.34, 119.78
1.0, 157.32, 119.56
1.0, 157.47, 119.06
1.0, 157.4, 119.52
1.0, 157.27, 119.83
1.0, 157.18, 119.81
1.0, 157.5, 119.36
1.0, 157.43, 119.03
1.0, 157.38, 119.4
1.0, 157.51, 119.31
1.0, 157.4, 119.58
1.0, 157.3, 119.54
1.0, 157.12, 119.74
1.0, 157.2, 119.78
1.0, 156.85, 119.82
1.0, 156.65, 119.84
1.0, 156.6, 119.71
1.0, 156.92, 119.86
1.0, 157.08, 119.71
1.0, 156.82, 119.73
1.0, 157.09, 119.67
1.0, 157.22, 119.67
1.0, 157.33, 119.04
1.0, 157.43, 119.12
1.0, 156.89, 118.58
1.0, 156.67, 118.05
1.0, 156.79, 118.34
1.0, 156.62, 118.43
1.0, 156.58, 118.34
1.0, 156.58, 118.38
1.0, 156.62, 118.44
1.0, 156.91, 118.54
1.0, 157.0, 118.63
1.0, 156.78, 118.49
1.0, 157.1, 118.54
1.0, 156.89, 118.28
1.0, 156.61, 118.04
1.0, 156.51, 117.99
1.0, 156.51, 118.15
1.0, 156.47, 118.02
1.0, 156.67, 118.31
1.0, 157.24, 119.07
1.0, 157.36, 119.57
1.0, 157.16, 119.8
1.0, 157.18, 119.83
1.0, 157.21, 119.54
1.0, 157.37, 119.31
1.0, 157.34, 119.47
1.0, 157.24, 119.75
1.0, 157.43, 119.6
1.0, 157.38, 119.02
1.0, 156.9, 118.45
1.0, 156.75, 118.42
1.0, 156.93, 118.74
1.0, 157.16, 118.91
1.0, 157.22, 118.75
1.0, 157.23, 118.77
1.0, 157.08, 118.67
1.0, 157.14, 118.85
1.0, 156.9, 118.49
1.0, 156.55, 118.27
1.0, 156.54, 118.25
1.0, 156.75, 118.19
1.0, 156.33, 118.09
1.0, 156.18, 118.09
1.0, 156.75, 118.56
1.0, 156.48, 118.41
1.0, 156.39, 118.15
1.0, 156.54, 118.28
1.0, 156.56, 118.33
1.0, 156.47, 118.24
1.0, 156.51, 118.24
1.0, 156.48, 118.42
1.0, 156.44, 118.5
1.0, 156.4, 118.37
1.0, 156.16, 118.13
1.0, 156.03, 118.06
1.0, 156.17, 118.08
1.0, 156.21, 117.93
1.0, 156.08, 117.94
1.0, 156.09, 117.88
1.0, 156.17, 118.17
1.0, 156.18, 117.96
1.0, 156.14, 118.08
1.0, 156.13, 118.08
1.0, 156.06, 118.17
1.0, 155.96, 118.15
1.0, 156.07, 117.99
1.0, 156.0, 118.08
1.0, 156.04, 118.1
1.0, 156.02, 117.84
1.0, 156.15, 117.93
1.0, 156.06, 117.69
1.0, 156.03, 118.0
1.0, 155.89, 118.02
1.0, 155.95, 117.94
1.0, 155.96, 117.92
1.0, 156.11, 117.92
1.0, 155.95, 117.86
1.0, 156.06, 118.04
1.0, 156.11, 118.11
1.0, 156.14, 118.09
1.0, 156.13, 118.14
1.0, 156.12, 117.89
1.0, 156.21, 117.83
1.0, 156.12, 117.87
1.0, 156.08, 117.89
1.0, 156.21, 118.03
1.0, 156.36, 117.99
1.0, 156.43, 118.4
1.0, 156.35, 118.59
1.0, 156.35, 118.42
1.0, 156.48, 118.5
1.0, 156.44, 118.21
1.0, 156.4, 118.33
1.0, 156.49, 118.35
1.0, 156.51, 118.39
1.0, 156.44, 118.24
1.0, 156.31, 118.25
1.0, 156.4, 118.5
1.0, 156.6, 118.53
1.0, 156.31, 118.16
1.0, 156.34, 118.18
1.0, 156.39, 118.15
1.0, 156.28, 117.95
1.0, 156.21, 118.01
1.0, 156.11, 117.95
1.0, 156.16, 117.85
1.0, 156.03, 117.76
1.0, 156.29, 117.93
1.0, 155.97, 117.83
1.0, 156.08, 117.86
1.0, 156.1, 117.83
1.0, 156.07, 117.81
1.0, 156.08, 117.86
1.0, 155.98, 117.66
1.0, 155.95, 117.81
1.0, 156.0, 117.82
1.0, 155.91, 117.22
1.0, 155.81, 117.16
1.0, 155.79, 117.11
1.0, 155.79, 117.51
1.0, 155.97, 117.37
1.0, 155.9, 117.68
1.0, 155.9, 118.0
1.0, 155.5, 117.21
1.0, 155.51, 117.71
1.0, 155.78, 118.31
1.0, 155.88, 118.24
1.0, 155.88, 118.22
1.0, 156.03, 118.2
1.0, 155.89, 118.27
1.0, 155.83, 117.92
1.0, 155.83, 118.12
1.0, 155.82, 118.16
1.0, 155.92, 118.15
1.0, 155.58, 118.15
1.0, 155.56, 118.14
1.0, 155.72, 117.99
1.0, 155.74, 118.64
1.0, 155.62, 118.68
1.0, 155.64, 118.62
1.0, 155.78, 118.48
1.0, 155.69, 118.18
1.0, 155.95, 118.3
1.0, 155.81, 118.53
1.0, 155.7, 118.33
1.0, 155.79, 118.6
1.0, 155.61, 118.48
1.0, 155.72, 118.65
1.0, 155.71, 118.75
1.0, 155.66, 118.52
1.0, 155.71, 118.32
1.0, 155.8, 118.46
1.0, 155.87, 118.41
1.0, 155.85, 118.4
1.0, 155.8, 118.11
1.0, 155.95, 118.18
1.0, 155.81, 118.22
1.0, 155.86, 118.29
1.0, 155.94, 118.53
1.0, 155.9, 118.53
1.0, 155.87, 118.97
1.0, 155.9, 118.54
1.0, 155.67, 118.51
1.0, 155.93, 118.69
1.0, 155.86, 118.19
1.0, 155.71, 118.2
1.0, 155.97, 118.12
1.0, 155.78, 118.03
1.0, 155.94, 117.97
1.0, 156.05, 118.08
1.0, 156.0, 118.3
1.0, 155.76, 118.8
1.0, 155.69, 118.69
1.0, 155.97, 118.74
1.0, 155.93, 118.48
1.0, 155.84, 118.44
1.0, 155.91, 118.26
1.0, 155.93, 118.3
1.0, 155.87, 117.85
1.0, 155.91, 118.21
1.0, 155.73, 118.31
1.0, 155.87, 118.29
1.0, 155.96, 118.45
1.0, 155.91, 118.6
1.0, 155.78, 118.61
1.0, 155.86, 118.46
1.0, 155.87, 118.25
1.0, 155.91, 118.27
1.0, 156.19, 118.19
1.0, 156.02, 118.01
1.0, 155.68, 118.37
1.0, 155.57, 118.44
1.0, 155.87, 118.3
1.0, 155.96, 118.25
1.0, 156.04, 118.27
1.0, 155.85, 118.15
1.0, 156.03, 118.12
1.0, 156.1, 118.23
1.0, 156.02, 118.44
1.0, 156.02, 118.4
1.0, 155.88, 118.26
1.0, 155.88, 118.33
1.0, 156.01, 118.39
1.0, 155.98, 118.33
1.0, 155.89, 118.28
1.0, 155.92, 118.34
1.0, 156.14, 118.17
1.0, 156.05, 118.5
1.0, 156.09, 118.29
1.0, 155.93, 118.27
1.0, 155.91, 118.32
1.0, 155.77, 118.17
1.0, 155.78, 118.31
1.0, 155.89, 118.37
1.0, 156.05, 118.41
1.0, 155.98, 118.43
1.0, 156.05, 118.3
1.0, 156.14, 118.29
1.0, 156.11, 118.35
1.0, 156.07, 118.43
1.0, 156.0, 118.31
1.0, 156.25, 118.35
1.0, 156.31, 118.23
1.0, 156.0, 118.36
1.0, 156.15, 118.32
1.0, 156.16, 118.53
1.0, 156.33, 118.33
1.0, 156.2, 118.56
1.0, 156.36, 118.61
1.0, 156.3, 118.55
1.0, 156.5, 118.88
1.0, 156.63, 118.74
1.0, 156.49, 118.71
1.0, 156.44, 118.76
1.0, 156.49, 118.59
1.0, 156.74, 118.68
1.0, 156.75, 118.61
1.0, 156.76, 118.94
1.0, 156.7, 119.05
1.0, 156.49, 118.78
1.0, 156.28, 118.65
1.0, 156.38, 118.88
1.0, 156.38, 118.9
1.0, 156.45, 119.11
1.0, 156.3, 118.96
1.0, 156.25, 118.83
1.0, 156.43, 118.84
1.0, 156.51, 118.95
1.0, 156.56, 119.06
1.0, 156.41, 119.03
1.0, 156.45, 119.04
1.0, 156.44, 119.07
1.0, 156.51, 119.23
1.0, 156.53, 119.05
1.0, 156.41, 118.82
1.0, 156.48, 118.68
1.0, 156.51, 118.56
1.0, 156.46, 118.76
1.0, 156.52, 118.93
1.0, 156.56, 118.76
1.0, 156.51, 118.86
1.0, 156.46, 119.0
1.0, 156.47, 119.0
1.0, 156.54, 119.05
1.0, 156.54, 118.89
1.0, 156.52, 118.75
1.0, 156.18, 118.87
1.0, 156.48, 118.88
1.0, 156.31, 118.94
1.0, 156.48, 118.95
1.0, 156.42, 118.87
1.0, 156.37, 119.03
1.0, 156.45, 119.04
1.0, 156.29, 118.82
1.0, 156.16, 118.92
1.0, 156.2, 118.94
1.0, 156.29, 118.7
1.0, 156.26, 118.92
1.0, 156.22, 118.87
1.0, 156.29, 118.92
1.0, 156.31, 118.83
1.0, 156.3, 118.96
1.0, 156.26, 118.96
1.0, 156.17, 118.95
1.0, 156.21, 118.69
1.0, 156.12, 118.9
1.0, 156.33, 118.84
1.0, 156.38, 118.98
1.0, 156.36, 118.9
1.0, 156.56, 119.06
1.0, 156.4, 119.07
1.0, 156.35, 118.91
1.0, 156.33, 118.94
1.0, 156.32, 118.83
1.0, 156.28, 118.89
1.0, 156.26, 118.9
1.0, 156.47, 118.96
1.0, 156.44, 118.89
1.0, 156.33, 118.9
1.0, 156.33, 118.57
1.0, 156.38, 118.72
1.0, 156.35, 118.83
1.0, 156.44, 119.02
1.0, 156.56, 118.98
1.0, 156.54, 119.07
1.0, 156.48, 119.16
1.0, 156.67, 119.08
1.0, 156.57, 119.05
1.0, 156.71, 118.91
1.0, 156.7, 119.14
1.0, 156.61, 119.01
1.0, 156.56, 118.94
1.0, 156.45, 118.91
1.0, 156.52, 118.94
1.0, 156.49, 118.88
1.0, 156.52, 118.88
1.0, 156.67, 118.94
1.0, 156.52, 119.08
1.0, 156.54, 119.12
1.0, 156.37, 119.04
1.0, 156.46, 119.06
1.0, 156.57, 119.12
1.0, 156.34, 119.05
1.0, 156.35, 119.15
1.0, 156.48, 119.06
1.0, 156.4, 119.11
1.0, 156.41, 119.21
1.0, 156.49, 119.05
1.0, 156.53, 119.04
1.0, 156.39, 118.96
1.0, 156.48, 119.03
1.0, 156.32, 119.11
1.0, 156.27, 119.03
1.0, 156.42, 119.07
1.0, 156.38, 119.26
1.0, 156.4, 119.11
1.0, 156.34, 118.98
1.0, 156.45, 119.11
1.0, 156.5, 119.06
1.0, 156.51, 119.08
1.0, 156.55, 119.06
1.0, 156.55, 119.07
1.0, 156.48, 119.08
1.0, 156.39, 119.07
1.0, 156.39, 118.95
1.0, 156.5, 119.0
1.0, 156.46, 118.98
1.0, 156.53, 119.11
1.0, 156.44, 118.99
1.0, 156.44, 118.98
1.0, 156.64, 118.96
1.0, 156.59, 119.05
1.0, 156.5, 118.96
1.0, 156.44, 119.08
1.0, 156.42, 118.92
1.0, 156.55, 119.08
1.0, 156.48, 119.15
1.0, 156.54, 119.07
1.0, 156.58, 119.03
1.0, 156.52, 119.09
1.0, 156.68, 118.94
1.0, 156.6, 118.92
1.0, 156.51, 118.99
1.0, 156.51, 118.95
1.0, 156.5, 118.89
1.0, 156.53, 118.93
1.0, 156.46, 118.95
1.0, 156.62, 118.9
1.0, 156.52, 118.94
1.0, 156.55, 118.88
1.0, 156.65, 118.97
1.0, 156.69, 118.77
1.0, 156.65, 118.55
1.0, 156.71, 118.55
1.0, 156.6, 118.83
1.0, 156.63, 118.88
1.0, 156.74, 118.77
1.0, 156.79, 118.77
1.0, 156.59, 118.88
1.0, 156.53, 118.79
1.0, 156.54, 118.84
1.0, 156.6, 118.76
1.0, 156.65, 118.75
1.0, 156.62, 118.67
1.0, 156.46, 118.56
1.0, 156.53, 118.52
1.0, 156.44, 118.54
1.0, 156.55, 118.4
1.0, 156.51, 118.35
1.0, 156.52, 118.47
1.0, 156.51, 118.58
1.0, 156.49, 118.52
1.0, 156.37, 118.47
1.0, 156.43, 118.42
1.0, 156.3, 118.55
1.0, 156.4, 118.5
1.0, 156.49, 118.51
1.0, 156.48, 118.57
1.0, 156.51, 118.62
1.0, 156.33, 118.63
1.0, 156.32, 118.55
1.0, 156.19, 118.6
1.0, 156.46, 118.58
1.0, 156.41, 118.68
1.0, 156.59, 118.71
1.0, 156.65, 118.53
1.0, 156.34, 118.61
1.0, 156.37, 118.52
1.0, 156.29, 118.83
1.0, 156.33, 118.63
1.0, 156.12, 118.71
1.0, 156.22, 118.99
1.0, 156.13, 118.88
1.0, 156.2, 118.92
1.0, 156.31, 118.82
1.0, 156.38, 118.72
1.0, 156.28, 119.01
1.0, 156.27, 118.93
1.0, 156.14, 119.14
1.0, 156.31, 118.96
1.0, 156.43, 118.59
1.0, 156.46, 118.42
1.0, 156.56, 118.51
1.0, 156.65, 118.55
1.0, 156.5, 118.52
1.0, 156.33, 118.5
1.0, 156.64, 118.46
1.0, 156.7, 118.28
1.0, 156.58, 118.59
1.0, 156.48, 118.46
1.0, 156.71, 118.5
1.0, 156.69, 118.52
1.0, 156.71, 118.63
1.0, 156.6, 118.52
1.0, 156.53, 118.6
1.0, 156.54, 118.59
1.0, 156.58, 118.75
1.0, 156.63, 118.65
1.0, 156.57, 118.61
1.0, 156.77, 118.53
1.0, 156.76, 118.48
1.0, 156.71, 118.46
1.0, 156.79, 118.38
1.0, 156.76, 118.69
1.0, 156.56, 118.49
1.0, 156.67, 118.62
1.0, 156.55, 118.62
1.0, 156.79, 118.59
1.0, 156.91, 118.49
1.0, 156.73, 118.52
1.0, 156.71, 118.59
1.0, 156.66, 118.5
1.0, 156.69, 118.44
1.0, 156.64, 118.42
1.0, 156.64, 118.56
1.0, 156.69, 118.46
1.0, 156.81, 118.69
1.0, 156.94, 118.35
1.0, 156.67, 118.68
1.0, 156.46, 118.65
1.0, 156.4, 118.61
1.0, 156.45, 118.51
1.0, 156.66, 118.42
1.0, 156.49, 118.51
1.0, 156.5, 118.55
